timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1755352800,Aug 16 2025 - 2:00pm,complete,N/A,Eastleigh,Gateshead,N/A,2,0.00,0.00,1.50,1.50,0,2,2,2,0,2,"","25,19",5,7,2,0,1,0,0,2,0,1,12,8,4,3,8,5,19,16,45,55,0.00,0.00,1.51,1.25,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.60,3.40,2.45,1.22,1.77,2.78,5.00,1.63,2.09,Silverlake Stadium
1755352800,Aug 16 2025 - 2:00pm,complete,N/A,Sutton United,Solihull Moors,N/A,2,0.00,0.00,0.50,1.00,0,0,0,0,0,0,"","",11,5,3,0,3,0,0,3,1,2,13,9,2,0,11,9,8,11,58,42,0.00,0.00,1.46,0.96,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.82,3.60,3.95,1.29,1.88,2.95,6.05,1.75,1.95,The Borough Sports Ground
1755352800,Aug 16 2025 - 2:00pm,suspended,N/A,Morecambe,Brackley Town,N/A,2,0.00,0.00,3.00,0.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Globe Arena
1755352800,Aug 16 2025 - 2:00pm,complete,N/A,Southend United,Tamworth,N/A,2,0.00,0.00,2.00,0.00,2,0,2,1,1,0,"11,80","",1,5,2,0,2,0,1,1,1,1,13,8,3,1,10,7,12,14,63,37,0.00,0.00,1.64,1.12,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.57,3.70,5.70,1.22,1.72,2.75,5.00,1.65,1.88,Roots Hall Stadium
1755352800,Aug 16 2025 - 2:00pm,complete,N/A,Hartlepool United,Braintree Town,N/A,2,0.00,0.00,3.00,0.00,2,0,2,1,1,0,"33,56","",4,2,0,0,1,1,0,0,0,2,14,9,5,4,9,5,17,14,45,55,0.00,0.00,1.77,1.30,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.15,3.35,3.15,1.28,1.85,3.00,5.50,1.67,2.10,N/A
1755352800,Aug 16 2025 - 2:00pm,complete,N/A,Carlisle United,Boreham Wood,N/A,2,0.00,0.00,1.00,1.00,3,3,6,1,0,1,"49,53,71","40,84,79",7,2,1,0,1,0,0,1,0,1,11,11,6,7,5,4,13,15,47,53,0.00,0.00,1.66,1.70,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.60,4.15,4.60,1.20,1.65,2.90,5.40,1.77,1.86,Brunton Park
1755352800,Aug 16 2025 - 2:00pm,complete,N/A,Aldershot Town,Boston United,N/A,2,0.00,0.00,0.00,1.50,2,3,5,1,0,1,"55,89","10,53,77",4,3,3,1,2,0,2,2,1,1,14,11,6,4,8,7,9,13,57,43,0.00,0.00,1.97,1.65,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.15,3.40,3.10,1.24,1.82,3.10,5.45,1.60,2.10,Electrical Services Stadium
1755352800,Aug 16 2025 - 2:00pm,complete,N/A,Wealdstone,Halifax Town,N/A,2,3.00,0.00,2.00,1.00,2,1,3,2,1,1,"18,54","35",3,2,3,0,2,1,1,2,1,2,13,6,6,3,7,3,14,22,70,30,1.24,1.45,2.07,0.97,2.50,0,100,50,0,0,50,100,0,100,15.00,4.00,2.35,3.30,2.85,1.30,1.95,3.30,6.62,1.70,1.93,N/A
1755361800,Aug 16 2025 - 4:30pm,complete,N/A,Truro City,York City,N/A,2,0.00,0.00,0.00,2.00,0,2,2,0,0,0,"","83,88",5,7,2,0,2,0,1,1,0,2,7,11,1,8,6,3,8,11,38,62,0.00,0.00,1.11,1.76,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,4.13,3.80,1.70,1.18,1.75,2.80,5.00,1.74,2.10,N/A
1755629100,Aug 19 2025 - 6:45pm,complete,N/A,Woking,Wealdstone,N/A,3,0.00,0.00,0.00,3.00,1,2,3,1,0,1,"57","14,84",3,4,1,0,5,0,0,1,2,3,9,12,5,9,4,3,19,16,42,58,0.75,0.00,1.35,1.98,1.00,0,50,0,0,0,0,0,50,50,1.00,3.00,2.15,3.46,3.10,1.27,1.85,3.16,5.75,1.67,2.03,N/A
1755629100,Aug 19 2025 - 6:45pm,suspended,N/A,Scunthorpe United,Morecambe,N/A,3,3.00,0.00,3.00,0.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.87,0.00,0.00,0.00,2.00,50,50,50,50,0,50,50,50,50,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Glanford Park
1755629100,Aug 19 2025 - 6:45pm,complete,N/A,Carlisle United,Solihull Moors,N/A,3,1.00,1.00,1.00,1.00,1,1,2,0,0,0,"80","67",7,5,2,0,0,0,0,2,0,0,16,16,6,4,10,12,9,7,61,39,1.66,0.96,2.19,1.90,3.00,50,50,50,50,50,0,50,50,50,12.00,4.00,1.50,4.00,5.90,1.25,1.80,3.00,5.25,1.95,1.71,Brunton Park
1755629100,Aug 19 2025 - 6:45pm,complete,N/A,Tamworth,Truro City,N/A,3,0.00,0.00,1.50,0.00,2,0,2,2,2,0,"25,23","",0,6,2,0,2,0,1,1,0,2,17,5,8,2,9,3,9,10,50,50,0.93,0.64,2.40,1.02,2.50,50,100,50,0,0,50,100,0,50,7.00,2.00,1.87,3.53,3.97,1.22,1.91,3.30,5.50,1.81,1.91,The Lamb Ground
1755629100,Aug 19 2025 - 6:45pm,complete,N/A,Boston United,Halifax Town,N/A,3,0.00,0.00,0.00,1.00,0,1,1,1,0,1,"","8",6,6,2,0,3,0,1,1,2,1,9,8,2,2,7,6,9,16,50,50,0.00,1.21,1.30,1.09,1.50,25,50,50,0,0,50,50,0,50,4.50,3.50,2.28,3.31,3.00,1.36,2.07,3.80,6.40,1.83,1.88,The Jakemans Stadium
1755629100,Aug 19 2025 - 6:45pm,complete,N/A,Altrincham,Hartlepool United,N/A,3,3.00,1.00,1.50,2.00,0,2,2,2,0,2,"","5,45",9,4,1,0,1,0,0,1,0,1,16,7,4,3,12,4,12,13,70,30,1.51,0.90,2.12,1.05,2.50,50,50,50,50,50,50,50,50,50,7.00,7.00,2.20,3.30,2.90,1.21,1.69,2.62,4.70,1.57,2.25,The J. Davidson Stadium
1755715500,Aug 20 2025 - 6:45pm,complete,N/A,Rochdale,Gateshead,N/A,3,3.00,3.00,3.00,1.50,4,0,4,2,2,0,"70,13,43,79","",9,2,1,0,3,0,0,1,1,2,19,3,13,0,6,3,9,8,50,50,1.38,1.25,2.59,0.50,2.50,50,100,50,0,0,100,100,0,50,12.00,1.00,1.67,3.89,4.00,1.17,1.73,2.80,5.00,1.72,2.10,Crown Oil Arena
1755715500,Aug 20 2025 - 6:45pm,complete,N/A,Boreham Wood,Braintree Town,N/A,3,0.00,0.00,1.50,0.00,2,1,3,2,1,1,"31,67","45'4",9,3,2,0,2,1,1,1,2,1,14,15,6,2,8,13,9,11,48,52,1.25,1.30,1.77,1.53,2.00,0,100,0,0,0,0,50,50,100,5.00,2.00,1.85,3.30,3.90,1.26,2.00,3.34,6.80,1.82,1.92,Colney Training Centre
1755715500,Aug 20 2025 - 6:45pm,complete,N/A,Aldershot Town,Eastleigh,N/A,3,0.00,0.00,0.00,1.50,2,3,5,1,0,1,"55,74","30,52,48",9,3,3,0,3,1,1,2,0,4,16,13,5,5,11,8,13,18,67,33,1.97,0.84,2.17,1.63,3.00,50,50,50,50,50,0,100,50,50,8.00,7.00,1.91,3.30,3.60,1.23,1.85,3.00,5.40,1.69,2.13,Electrical Services Stadium
1755715500,Aug 20 2025 - 6:45pm,complete,N/A,Yeovil Town,Brackley Town,N/A,3,1.00,0.00,2.00,0.00,2,1,3,1,1,0,"36,85","90'2",2,9,4,0,2,0,1,3,0,2,9,18,4,7,5,11,14,8,45,55,0.97,0.00,1.10,2.13,0.00,0,0,0,0,0,0,0,0,0,7.00,3.00,2.37,3.10,2.80,1.33,2.10,3.60,7.00,1.86,1.91,Huish Park Stadium
1755715500,Aug 20 2025 - 6:45pm,complete,N/A,Forest Green Rovers,Sutton United,N/A,3,3.00,1.00,3.00,0.50,4,0,4,2,2,0,"24,6,72,69","",3,1,1,0,3,0,0,1,2,1,18,5,7,3,11,2,14,18,53,47,2.74,0.88,2.00,0.80,3.00,50,100,50,50,0,50,50,100,100,19.00,2.00,1.62,3.60,4.25,1.25,1.82,2.92,5.50,1.78,1.91,The New Lawn
1755715500,Aug 20 2025 - 6:45pm,complete,N/A,Southend United,York City,N/A,3,3.00,3.00,2.00,2.00,0,0,0,0,0,0,"","",2,4,2,0,3,0,0,2,3,0,13,13,3,1,10,12,9,6,43,57,1.64,1.76,1.61,1.29,2.00,0,100,0,0,0,0,50,50,100,8.00,4.00,2.30,3.30,2.80,1.25,1.91,3.44,5.00,1.70,2.10,Roots Hall Stadium
1755948600,Aug 23 2025 - 11:30am,complete,N/A,Morecambe,Altrincham,N/A,4,0.00,0.00,3.00,0.00,2,1,3,2,1,1,"6,90'8","34",3,3,4,0,3,0,2,2,2,1,6,16,2,5,4,11,15,11,51,49,0.00,1.31,0.87,2.04,1.50,50,50,50,0,0,50,50,0,50,2.00,3.00,3.50,3.50,1.85,1.19,1.75,2.80,5.00,1.67,2.10,Globe Arena
1755957600,Aug 23 2025 - 2:00pm,complete,N/A,Truro City,Southend United,N/A,4,0.00,3.00,0.00,3.00,0,1,1,0,0,0,"","63",4,5,4,0,0,0,2,2,0,0,5,9,0,3,5,6,18,12,47,53,1.11,1.79,0.95,1.25,2.50,0,100,50,0,0,0,50,100,100,11.00,3.00,4.05,3.65,1.78,1.30,1.95,3.08,5.95,1.78,1.84,N/A
1755957600,Aug 23 2025 - 2:00pm,complete,N/A,Gateshead,Tamworth,N/A,4,0.00,0.00,1.50,0.00,2,1,3,1,1,0,"69,26","90'1",4,4,2,0,2,0,0,2,0,2,12,10,6,5,6,5,13,13,55,45,0.30,1.12,1.58,1.49,2.50,0,100,50,0,0,0,100,50,100,5.00,3.00,2.55,3.50,2.50,1.25,1.70,2.50,5.00,1.61,2.21,Gateshead International Stadium
1755957600,Aug 23 2025 - 2:00pm,complete,N/A,Eastleigh,Boston United,N/A,4,0.00,3.00,1.50,1.50,2,0,2,0,0,0,"88,76","",5,3,1,0,3,0,0,1,2,1,13,3,6,0,7,3,14,9,53,47,1.51,1.65,1.88,0.71,3.50,50,100,50,50,50,50,100,50,50,8.00,4.00,1.93,3.60,3.50,1.34,1.95,3.55,6.40,1.79,1.83,Silverlake Stadium
1755957600,Aug 23 2025 - 2:00pm,complete,N/A,Braintree Town,Yeovil Town,N/A,4,3.00,0.00,3.00,0.00,1,0,1,0,0,0,"77","",3,9,1,0,2,0,0,1,1,1,17,19,5,6,12,13,14,10,50,50,1.02,0.42,1.95,2.23,2.50,0,100,50,0,0,50,50,50,100,2.00,9.00,2.35,3.40,2.75,1.36,2.00,3.60,6.50,1.84,1.78,Ironmongery Direct Stadium
1755957600,Aug 23 2025 - 2:00pm,complete,N/A,Solihull Moors,Aldershot Town,N/A,4,1.00,0.00,0.50,1.50,1,5,6,2,0,2,"46","28,32,67,87,60",1,10,1,0,1,0,0,1,0,1,12,23,4,10,8,13,13,12,50,50,0.63,1.81,1.51,2.73,4.50,100,100,100,100,50,50,100,100,100,8.00,7.00,2.00,3.60,3.30,1.22,1.73,2.87,5.30,1.68,2.15,Damson Park
1755957600,Aug 23 2025 - 2:00pm,complete,N/A,Brackley Town,Rochdale,N/A,4,3.00,3.00,3.00,1.50,2,1,3,1,1,0,"14,60","52",1,8,3,0,3,0,0,3,0,3,5,14,3,6,2,8,8,7,37,63,1.80,1.43,0.77,2.05,1.50,0,50,0,0,0,0,50,50,50,8.00,4.00,3.80,3.75,1.82,1.32,1.95,3.10,5.60,1.80,1.88,N/A
1755957600,Aug 23 2025 - 2:00pm,complete,N/A,Hartlepool United,Woking,N/A,4,3.00,0.00,3.00,0.00,3,0,3,2,2,0,"30,42,48","",2,4,0,0,2,0,0,0,0,2,4,7,3,4,1,3,15,14,50,50,1.77,1.07,0.73,1.11,3.00,50,100,50,50,0,50,100,50,100,9.00,2.00,1.65,3.75,4.70,1.28,2.00,2.80,6.13,1.82,1.97,N/A
1755957600,Aug 23 2025 - 2:00pm,complete,N/A,Halifax Town,Forest Green Rovers,N/A,4,0.00,1.00,0.00,2.00,1,2,3,2,1,1,"45","23,77",1,3,1,0,3,0,0,1,2,1,10,11,3,3,7,8,17,14,50,50,0.00,2.47,1.31,1.34,2.00,50,50,50,50,0,0,50,50,50,20.00,0.00,3.00,3.40,2.20,1.36,2.02,3.87,7.00,1.93,1.87,The Shay Stadium
1755957600,Aug 23 2025 - 2:00pm,complete,N/A,Sutton United,Scunthorpe United,N/A,4,1.00,3.00,0.50,3.00,2,3,5,2,1,1,"34,47","13,56,62",5,6,1,1,2,0,0,2,1,1,13,15,6,6,7,9,12,12,50,50,1.46,1.03,1.58,1.89,1.50,50,50,50,0,0,50,50,0,0,13.00,5.00,2.35,3.50,2.75,1.29,1.77,3.25,6.00,1.64,2.02,The Borough Sports Ground
1755966600,Aug 23 2025 - 4:30pm,complete,N/A,Wealdstone,Carlisle United,N/A,4,3.00,3.00,2.00,3.00,0,1,1,1,0,1,"","18",3,6,0,0,3,0,0,0,0,3,11,18,5,8,6,10,11,15,55,45,1.65,1.93,1.22,1.84,2.25,25,100,25,0,0,25,50,50,100,16.50,4.00,3.36,3.70,1.95,1.22,1.71,3.04,5.87,1.66,2.05,N/A
1756130400,Aug 25 2025 - 2:00pm,incomplete,N/A,Boston United,Wealdstone,N/A,5,0.00,3.00,0.00,3.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.30,1.98,0.00,0.00,2.00,50,50,50,0,0,0,100,50,50,10.00,7.00,2.00,3.50,3.40,1.25,1.80,3.04,5.60,1.68,2.04,The Jakemans Stadium
1756130400,Aug 25 2025 - 2:00pm,incomplete,N/A,Scunthorpe United,Halifax Town,N/A,5,3.00,1.00,3.00,1.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.87,1.17,0.00,0.00,3.17,67,84,84,50,0,84,100,50,84,7.00,5.33,1.95,3.50,3.55,1.25,1.87,3.30,6.35,1.71,2.00,Glanford Park
1756130400,Aug 25 2025 - 2:00pm,incomplete,N/A,Yeovil Town,Gateshead,N/A,5,2.00,1.50,2.00,1.50,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.04,0.87,0.00,0.00,2.25,25,75,50,25,0,50,75,50,50,9.00,5.50,2.25,3.40,2.95,1.24,1.82,3.12,5.50,1.67,2.06,Huish Park Stadium
1756130400,Aug 25 2025 - 2:00pm,incomplete,N/A,Aldershot Town,Morecambe,N/A,5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.07,0.00,0.00,0.00,2.50,50,50,50,50,50,0,50,50,50,6.50,4.00,2.07,3.60,3.10,1.17,1.67,2.62,5.10,1.68,2.10,Electrical Services Stadium
1756130400,Aug 25 2025 - 2:00pm,incomplete,N/A,Forest Green Rovers,Eastleigh,N/A,5,3.00,1.50,3.00,1.50,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.37,1.24,0.00,0.00,3.00,25,75,50,50,25,25,75,75,75,12.50,4.50,1.60,3.90,5.20,1.28,1.80,3.18,6.07,1.92,1.83,The New Lawn
1756130400,Aug 25 2025 - 2:00pm,incomplete,N/A,Southend United,Hartlepool United,N/A,5,2.00,2.00,2.00,2.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.63,0.98,0.00,0.00,1.00,0,50,0,0,0,25,50,0,25,5.50,3.50,1.72,3.50,4.60,1.26,2.00,3.10,6.05,1.73,1.97,Roots Hall Stadium
1756130400,Aug 25 2025 - 2:00pm,incomplete,N/A,Rochdale,Sutton United,N/A,5,3.00,0.50,3.00,0.50,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.98,0.84,0.00,0.00,3.75,50,100,100,75,0,100,100,75,100,9.50,2.50,1.75,3.65,4.30,1.23,1.80,2.85,5.17,1.74,2.06,Crown Oil Arena
1756130400,Aug 25 2025 - 2:00pm,incomplete,N/A,Boreham Wood,Truro City,N/A,5,1.50,0.00,1.50,0.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.51,0.83,0.00,0.00,2.25,25,100,25,0,0,50,75,25,75,10.00,2.00,2.00,3.50,3.40,1.24,1.80,3.08,5.98,1.73,1.98,Meadow Park
1756130400,Aug 25 2025 - 2:00pm,incomplete,N/A,Altrincham,Solihull Moors,N/A,5,1.50,1.00,1.50,1.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.82,1.43,0.00,0.00,2.25,50,75,25,25,25,50,50,50,50,11.00,4.50,1.90,3.60,3.60,1.18,1.80,2.78,5.30,1.67,2.10,The J. Davidson Stadium
1756130400,Aug 25 2025 - 2:00pm,incomplete,N/A,Carlisle United,Braintree Town,N/A,5,1.00,0.00,1.00,0.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.93,1.41,0.00,0.00,3.25,75,100,50,25,25,25,75,50,100,9.50,4.00,1.60,3.90,5.00,1.19,1.75,2.89,4.90,1.75,1.95,Brunton Park
1756130400,Aug 25 2025 - 2:00pm,incomplete,N/A,Tamworth,Brackley Town,N/A,5,1.50,0.00,1.50,0.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.66,2.13,0.00,0.00,2.75,75,100,75,0,0,50,100,50,50,11.50,4.00,1.97,3.50,3.45,1.26,1.87,3.45,6.75,1.72,1.98,The Lamb Ground
